paper_id,forum,title,pdf_url
N0i0d27RTW,N0i0d27RTW,Statistical Guarantees for Approximate Stationary Points of Shallow Neural Networks,https://openreview.net/pdf?id=N0i0d27RTW
0UCkWfcfb9,0UCkWfcfb9,OPTune: Efficient Online Preference Tuning,https://openreview.net/pdf?id=0UCkWfcfb9
qG1S5eXMzx,qG1S5eXMzx,Rethinking the Impact of Heterogeneous Sublayers in Transformers,https://openreview.net/pdf?id=qG1S5eXMzx
e69qTSwdOT,e69qTSwdOT,Exploring the Discriminative Capability of LLMs in In-context Learning,https://openreview.net/pdf?id=e69qTSwdOT
d9iHI1eimo,d9iHI1eimo,DELTA: DENSE EFFICIENT LONG-RANGE 3D TRACKING FOR ANY VIDEO,https://openreview.net/pdf?id=d9iHI1eimo
lD9Kc22Wls,lD9Kc22Wls,Quantized Optimistic Dual Averaging with Adaptive Layer-wise Compression,https://openreview.net/pdf?id=lD9Kc22Wls
ALzTQUgW8a,ALzTQUgW8a,MagicPIG: LSH Sampling for Efficient LLM Generation,https://openreview.net/pdf?id=ALzTQUgW8a
VSHuwBUlYr,VSHuwBUlYr,Zero-Shot Video Semantic Segmentation based on Pre-Trained Diffusion Models,https://openreview.net/pdf?id=VSHuwBUlYr
JkLLAOcEME,JkLLAOcEME,NN-Former: Rethinking Graph Structure in Neural Architecture Representation,https://openreview.net/pdf?id=JkLLAOcEME
NBgB5xirgp,NBgB5xirgp,DualFocus: Integrating Macro and Micro Perspectives in Multi-modal Large Language Models,https://openreview.net/pdf?id=NBgB5xirgp
n7s9EwG6hW,n7s9EwG6hW,Towards LLM4Floorplan: Agents Can Do What Engineers Do in Chip Design,https://openreview.net/pdf?id=n7s9EwG6hW
6nb2J90XJD,6nb2J90XJD,Unsupervised Multiple Kernel Learning for Graphs via Ordinality Preservation,https://openreview.net/pdf?id=6nb2J90XJD
3GTtZFiajM,3GTtZFiajM,Justice or Prejudice? Quantifying Biases in LLM-as-a-Judge,https://openreview.net/pdf?id=3GTtZFiajM
6Mdvq0bPyG,6Mdvq0bPyG,EfficientQAT: Efficient Quantization-Aware Training for Large Language Models,https://openreview.net/pdf?id=6Mdvq0bPyG
jki6EFsZLw,jki6EFsZLw,OmnixR: Evaluating Omni-modality Language Models on Reasoning across Modalities,https://openreview.net/pdf?id=jki6EFsZLw
5bdcDl6mC7,5bdcDl6mC7,Distribution-Aware Diffusion Model Quantization via Distortion Minimization,https://openreview.net/pdf?id=5bdcDl6mC7
0K1OaL6XuK,0K1OaL6XuK,Planning Anything with Rigor: General-Purpose Zero-Shot Planning with LLM-based Formalized Programming,https://openreview.net/pdf?id=0K1OaL6XuK
aVyJwS1fqQ,aVyJwS1fqQ,Mani-WM: An Interactive World Model for Real-Robot Manipulation,https://openreview.net/pdf?id=aVyJwS1fqQ
xJDxVDG3x2,xJDxVDG3x2,MolSpectra: Pre-training 3D Molecular Representation with Multi-modal Energy Spectra,https://openreview.net/pdf?id=xJDxVDG3x2
zPDpdk3V8L,zPDpdk3V8L,Enhancing Clustered Federated Learning: Integration of Strategies and Improved Methodologies,https://openreview.net/pdf?id=zPDpdk3V8L
nA1D0Y65m2,nA1D0Y65m2,The Benefits of Being Categorical Distributional: Uncertainty-aware Regularized Exploration in Reinforcement Learning,https://openreview.net/pdf?id=nA1D0Y65m2
cSnbM9SIJJ,cSnbM9SIJJ,Very Large-Scale Multi-Agent Simulation with LLM-Powered Agents,https://openreview.net/pdf?id=cSnbM9SIJJ
VRTCXYvPxc,VRTCXYvPxc,VIDEOGUARD: PROTECTING VIDEO CONTENT FROM UNAUTHORIZED EDITING,https://openreview.net/pdf?id=VRTCXYvPxc
Eyv12jjyMN,Eyv12jjyMN,Attacking for Inspection and Instruction: Attack Techniques Can Aid In Interpretability,https://openreview.net/pdf?id=Eyv12jjyMN
ExHUtB2vnz,ExHUtB2vnz,INFER: A Neural-symbolic Model For Extrapolation Reasoning on Temporal Knowledge Graph,https://openreview.net/pdf?id=ExHUtB2vnz
ixdAVqjShn,ixdAVqjShn,AIPO: Agreement-Aware Iterative Preference Optimization for Length Exploitation Mitigation,https://openreview.net/pdf?id=ixdAVqjShn
G3B5ReApDw,G3B5ReApDw,Supervised and Semi-Supervised Diffusion Maps with Label-Driven Diffusion,https://openreview.net/pdf?id=G3B5ReApDw
FQEFWGT19m,FQEFWGT19m,Multi-task Learning for Heterogeneous Multi-source Block-Wise Missing Data,https://openreview.net/pdf?id=FQEFWGT19m
zKlFXV87Pp,zKlFXV87Pp,Distilled Decoding 1: One-step Sampling of Image Auto-regressive Models with Flow Matching,https://openreview.net/pdf?id=zKlFXV87Pp
JNh8CCDugm,JNh8CCDugm,Retrieval Information Injection for Enhanced Medical Report Generation,https://openreview.net/pdf?id=JNh8CCDugm
5XL8c0Vg9k,5XL8c0Vg9k,Infinite-parameter Large Language Model,https://openreview.net/pdf?id=5XL8c0Vg9k
ulJNq6FQrw,ulJNq6FQrw,Progressively Label Enhancement for Large Language Model Alignment,https://openreview.net/pdf?id=ulJNq6FQrw
e5jGTEiJMT,e5jGTEiJMT,Policy Decorator: Model-Agnostic Online Refinement for Large Policy Model,https://openreview.net/pdf?id=e5jGTEiJMT
IC5RJvRoMp,IC5RJvRoMp,Streamlining Redundant Layers to Compress Large Language Models,https://openreview.net/pdf?id=IC5RJvRoMp
Zb2Ukmte7A,Zb2Ukmte7A,ConsisSR: Delving Deep into Consistency in Diffusion-based Image Super-Resolution,https://openreview.net/pdf?id=Zb2Ukmte7A
FWpO8u2lim,FWpO8u2lim,ClearSR: Latent Low-Resolution Image Embeddings Help Diffusion-Based Real-World Super Resolution Models See Clearer,https://openreview.net/pdf?id=FWpO8u2lim
5xP1HDvpXI,5xP1HDvpXI,Precise Localization of Memories: A Fine-grained Neuron-level Knowledge Editing Technique for LLMs,https://openreview.net/pdf?id=5xP1HDvpXI
5xfAcRHfgP,5xfAcRHfgP,Hydra-MDP++: Advancing End-to-End Driving via Hydra-Distillation with Expert-Guided Decision Analysis,https://openreview.net/pdf?id=5xfAcRHfgP
6aHUmotXaw,6aHUmotXaw,Mutual Reasoning Makes Smaller LLMs Stronger Problem-Solver,https://openreview.net/pdf?id=6aHUmotXaw
AozPzKE0oc,AozPzKE0oc,Fast RoPE Attention: Combining the Polynomial Method and Fast Fourier Transform,https://openreview.net/pdf?id=AozPzKE0oc
BUQLiu4VA8,BUQLiu4VA8,Variational Potential Flow: A Novel Probabilistic Framework for Energy-Based Generative Modelling,https://openreview.net/pdf?id=BUQLiu4VA8
wVmShpwtY0,wVmShpwtY0,Efficient Protein Optimization via Structure-aware Hamiltonian Dynamics,https://openreview.net/pdf?id=wVmShpwtY0
ewRkjUX4SY,ewRkjUX4SY,Conversational Few-Shot Prompting: Rethinking Few-Shot Prompting for Chat Language Model,https://openreview.net/pdf?id=ewRkjUX4SY
P7KIGdgW8S,P7KIGdgW8S,On the Hölder Stability of Multiset and Graph Neural Networks,https://openreview.net/pdf?id=P7KIGdgW8S
F0K0zxi62U,F0K0zxi62U,EVGAP: Egocentric-Exocentric Video Groups Alignment Pre-training,https://openreview.net/pdf?id=F0K0zxi62U
QKywN4BbqA,QKywN4BbqA,$E^3$former: An Adaptive Energy-Aware Elastic Equivariant Transformer Model For Protein Representation Learning,https://openreview.net/pdf?id=QKywN4BbqA
GraOHDxFjl,GraOHDxFjl,LLaMA Decoder As Vision Transformer,https://openreview.net/pdf?id=GraOHDxFjl
6hsnpDXgHC,6hsnpDXgHC,Motion-Catcher: Upholding Motion and Content Consistency in Multi-Sequence Video Generation,https://openreview.net/pdf?id=6hsnpDXgHC
UFwefiypla,UFwefiypla,DM-Codec: Distilling Multimodal Representations for Speech Tokenization,https://openreview.net/pdf?id=UFwefiypla
Re4Z3Wt2DS,Re4Z3Wt2DS,Variational Mirror Descent for Robust Learning in Schrödinger Bridge,https://openreview.net/pdf?id=Re4Z3Wt2DS
hUb2At2DsQ,hUb2At2DsQ,Rethinking and Improving Autoformalization: Towards a Faithful Metric and a Dependency Retrieval-based Approach,https://openreview.net/pdf?id=hUb2At2DsQ
7pDI74iOyu,7pDI74iOyu,On the Importance of Language-driven Representation Learning for Heterogeneous Federated Learning,https://openreview.net/pdf?id=7pDI74iOyu
ZqM9mZkrRB,ZqM9mZkrRB,Structured Diffusion Models with Mixture of Gaussians as Prior Distribution,https://openreview.net/pdf?id=ZqM9mZkrRB
jl0wssxHHS,jl0wssxHHS,Vision Foundation Models Bridge the Geometric Knowledge Across Domains for Long-Tailed Recognition,https://openreview.net/pdf?id=jl0wssxHHS
k03mB41vyM,k03mB41vyM,Identifiable Exchangeable Mechanisms for Causal Structure and Representation Learning,https://openreview.net/pdf?id=k03mB41vyM
53kUa92R7J,53kUa92R7J,Loius (Look it up in the Structure): Benchmark and Techniques for Document structure aware LLM based Retrieval,https://openreview.net/pdf?id=53kUa92R7J
YQvvJjLWX0,YQvvJjLWX0,Semantic Entropy Probes: Robust and Cheap Hallucination Detection in LLMs,https://openreview.net/pdf?id=YQvvJjLWX0
CIN2VRxPKU,CIN2VRxPKU,Evaluating Deep Unlearning in Large Language Models,https://openreview.net/pdf?id=CIN2VRxPKU
BSsyY29bcl,BSsyY29bcl,TwinsFormer: Revisiting Inherent Dependencies via Two Interactive Components for Time Series Forecasting,https://openreview.net/pdf?id=BSsyY29bcl
vdHSMJpBya,vdHSMJpBya,Towards Reliable Backdoor Attacks on Vision Transformers,https://openreview.net/pdf?id=vdHSMJpBya
asGQQc7gNo,asGQQc7gNo,Is Factuality Enhancement a Free Lunch For LLMs? Better Factuality Can Lead to Worse Context-Faithfulness,https://openreview.net/pdf?id=asGQQc7gNo
IIDFStLGQx,IIDFStLGQx,MAVIN: Multi-Action Video Generation with Diffusion Models via Transition Video Infilling,https://openreview.net/pdf?id=IIDFStLGQx
nTZOIlf8YH,nTZOIlf8YH,Differentiation of Multi-objective Data-driven Decision Pipeline,https://openreview.net/pdf?id=nTZOIlf8YH
B5PbOsJqt3,B5PbOsJqt3,TopoGaussian: Inferring Internal Topology Structures from Visual Clues,https://openreview.net/pdf?id=B5PbOsJqt3
wFs2E5wCw6,wFs2E5wCw6,Tree of Attributes Prompt Learning for Vision-Language Models,https://openreview.net/pdf?id=wFs2E5wCw6
7EK2hqWmvz,7EK2hqWmvz,RAEE: A Robust Retrieval-Augmented Early Exit Framework for Efficient Inference,https://openreview.net/pdf?id=7EK2hqWmvz
9OfKxKoYNw,9OfKxKoYNw,DiffusionGuard: A Robust Defense Against Malicious Diffusion-based Image Editing,https://openreview.net/pdf?id=9OfKxKoYNw
oYaP4XPWet,oYaP4XPWet,Training and Evaluating Causal Forecasting Models for Time-Series,https://openreview.net/pdf?id=oYaP4XPWet
37EXtKCOkn,37EXtKCOkn,Learning Spatiotemporal Dynamical Systems from Point Process Observations,https://openreview.net/pdf?id=37EXtKCOkn
3lZd6eoPJz,3lZd6eoPJz,PBCAT: Patch-Based Composite Adversarial Training against Physically Realizable Attacks on Object Detection,https://openreview.net/pdf?id=3lZd6eoPJz
DfTWrTwLzD,DfTWrTwLzD,Two Are Better than One: Context Window Extension with Multi-Grained Self-Injection,https://openreview.net/pdf?id=DfTWrTwLzD
tznvtmSEiN,tznvtmSEiN,On the Performance Analysis of Momentum Method: A Frequency Domain Perspective,https://openreview.net/pdf?id=tznvtmSEiN
Xo0Q1N7CGk,Xo0Q1N7CGk,On Conformal Isometry of Grid Cells: Learning Distance-Preserving Position Embedding,https://openreview.net/pdf?id=Xo0Q1N7CGk
vxBvr5ZpIu,vxBvr5ZpIu,Diffusion-PINN Sampler,https://openreview.net/pdf?id=vxBvr5ZpIu
RgE1qiO2ek,RgE1qiO2ek,3DMolFormer: A Dual-channel Framework for Structure-based Drug Discovery,https://openreview.net/pdf?id=RgE1qiO2ek
SYI409tbsv,SYI409tbsv,Towards a Unified Framework of Clustering-based Anomaly Detection,https://openreview.net/pdf?id=SYI409tbsv
UlsI4z3QQP,UlsI4z3QQP,Morse: Fast Sampling for Accelerating Diffusion Models Universally,https://openreview.net/pdf?id=UlsI4z3QQP
4NWtrQciRH,4NWtrQciRH,Evidential Learning-based Certainty Estimation for Robust Dense Feature Matching,https://openreview.net/pdf?id=4NWtrQciRH
kQNlIHlM6m,kQNlIHlM6m,Fair Class-Incremental Learning using Sample Weighting,https://openreview.net/pdf?id=kQNlIHlM6m
zf53vmj6k4,zf53vmj6k4,Do LLMs Have Political Correctness? Analyzing Ethical Biases and Jailbreak Vulnerabilities in AI Systems,https://openreview.net/pdf?id=zf53vmj6k4
QLOGfFSB50,QLOGfFSB50,SPARC: Continual learning beyond experience rehearsal and model surrogates,https://openreview.net/pdf?id=QLOGfFSB50
iZeQBqJamf,iZeQBqJamf,Language models scale reliably with over-training and on downstream tasks,https://openreview.net/pdf?id=iZeQBqJamf
BAglD6NGy0,BAglD6NGy0,ROUTE: Robust Multitask Tuning and Collaboration for Text-to-SQL,https://openreview.net/pdf?id=BAglD6NGy0
UxkznlcnHf,UxkznlcnHf,Towards a Theoretical Understanding of Synthetic Data in LLM Post-Training: A Reverse-Bottleneck Perspective,https://openreview.net/pdf?id=UxkznlcnHf
618qfjvSt9,618qfjvSt9,StyleGuide: Crafting visual style prompting with negative visual query guidance,https://openreview.net/pdf?id=618qfjvSt9
RjwWClPZtV,RjwWClPZtV,Text Boosts Generalization: A Plug-and-Play Captioner for Real-World Image Restoration,https://openreview.net/pdf?id=RjwWClPZtV
B9dYUFfzl3,B9dYUFfzl3,VADER: Video Diffusion Alignment via Reward Gradients,https://openreview.net/pdf?id=B9dYUFfzl3
l4qMrcMp2i,l4qMrcMp2i,Symmetric Space Learning for Combinatorial Generalization,https://openreview.net/pdf?id=l4qMrcMp2i
NgCNMlTXx9,NgCNMlTXx9,HiddenGuard: Fine-Grained Safe Generation with Specialized Representation Router,https://openreview.net/pdf?id=NgCNMlTXx9
mLztw5kEQ9,mLztw5kEQ9,Towards Debiased Source-Free Domain Adaptation,https://openreview.net/pdf?id=mLztw5kEQ9
m7Nd3K0iru,m7Nd3K0iru,Dual-Head Knowledge Distillation: Enhancing Logits Utilization with an Auxiliary Head,https://openreview.net/pdf?id=m7Nd3K0iru
1auB9yeB9a,1auB9yeB9a,Composing Global Optimizers to Reasoning Tasks via Algebraic Objects in Neural Nets,https://openreview.net/pdf?id=1auB9yeB9a
oioWoT0OSO,oioWoT0OSO,Unified Deep Discrete Representation Learning Framework,https://openreview.net/pdf?id=oioWoT0OSO
U2K4bQVWez,U2K4bQVWez,Anchors Aweigh! Sail for Optimal Unified Multi-Modal Representations,https://openreview.net/pdf?id=U2K4bQVWez
bBNUiErs26,bBNUiErs26,$\text{I}^2\text{AM}$: Interpreting Image-to-Image Latent Diffusion Models via Bi-Attribution Maps,https://openreview.net/pdf?id=bBNUiErs26
JEehcb48Vp,JEehcb48Vp,Critic-CoT: Boosting the reasoning abilities of large language model via Chain-of-Thought Critic,https://openreview.net/pdf?id=JEehcb48Vp
RG806nMtQr,RG806nMtQr,Revisiting Adversarial Examples from the Perspective of Asymptotic Equipartition Property,https://openreview.net/pdf?id=RG806nMtQr
l6K688mhDT,l6K688mhDT,Rethinking the Bias of Foundation Model under Long-tailed Distribution,https://openreview.net/pdf?id=l6K688mhDT
9dfRC2dq0R,9dfRC2dq0R,ChinaTravel: A Real-World Benchmark for Language Agents in Chinese Travel Planning,https://openreview.net/pdf?id=9dfRC2dq0R
wZbkQStAXj,wZbkQStAXj,PersonaEval: Benchmarking LLMs on Role-Playing Evaluation Tasks,https://openreview.net/pdf?id=wZbkQStAXj
G6aJyS0ZV0,G6aJyS0ZV0,3D StreetUnveiler with Semantic-aware 2DGS - a simple baseline,https://openreview.net/pdf?id=G6aJyS0ZV0
l0t2rumAvR,l0t2rumAvR,Prompt as Knowledge Bank: Boost Vision-language model via Structural Representation for  zero-shot medical detection,https://openreview.net/pdf?id=l0t2rumAvR
iBExhaU3Lc,iBExhaU3Lc,Adam-mini: Use Fewer Learning Rates To Gain More,https://openreview.net/pdf?id=iBExhaU3Lc
m4eXBo0VNc,m4eXBo0VNc,An Engorgio Prompt Makes Large Language Model Babble on,https://openreview.net/pdf?id=m4eXBo0VNc
3Gzz7ZQLiz,3Gzz7ZQLiz,Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents,https://openreview.net/pdf?id=3Gzz7ZQLiz
f4gF6AIHRy,f4gF6AIHRy,Combatting Dimensional Collapse in LLM Pre-Training Data via Submodular File Selection,https://openreview.net/pdf?id=f4gF6AIHRy
sL2F9YCMXf,sL2F9YCMXf,Energy-Based Diffusion Language Models for Text Generation,https://openreview.net/pdf?id=sL2F9YCMXf
KEUPk0wXXe,KEUPk0wXXe,From GNNs to Trees: Multi-Granular Interpretability for Graph Neural Networks,https://openreview.net/pdf?id=KEUPk0wXXe
b9dBNNeDd3,b9dBNNeDd3,Customize Your Visual Autoregressive Recipe with Set Autoregressive Modeling,https://openreview.net/pdf?id=b9dBNNeDd3
9mjZ800m7Y,9mjZ800m7Y,Multi-objective Differentiable Neural Architecture Search,https://openreview.net/pdf?id=9mjZ800m7Y
YpWV7XRmFB,YpWV7XRmFB,Decoding by Contrasting Knowledge: Enhancing LLMs' Confidence on Edited Facts,https://openreview.net/pdf?id=YpWV7XRmFB
hIdnWVxA9Z,hIdnWVxA9Z,Object Fusion via Diffusion Time-step for Customized Image Editing with Single Example,https://openreview.net/pdf?id=hIdnWVxA9Z
DDxLsxiZR8,DDxLsxiZR8,CAT Pruning: Cluster-Aware Token Pruning For Text-to-Image Diffusion Models,https://openreview.net/pdf?id=DDxLsxiZR8
BC4lIvfSzv,BC4lIvfSzv,Generative Representational Instruction Tuning,https://openreview.net/pdf?id=BC4lIvfSzv
ARIQfWf4ll,ARIQfWf4ll,GMAI-VL & GMAI-VL-5.5M: A Large Vision-Language Model and  A Comprehensive Multimodal Dataset Towards General Medical AI,https://openreview.net/pdf?id=ARIQfWf4ll
Fg0eo2AkST,Fg0eo2AkST,CogCoM: A Visual Language Model with Chain-of-Manipulations Reasoning,https://openreview.net/pdf?id=Fg0eo2AkST
fbrHgEBx2f,fbrHgEBx2f,Diminishing Exploration: A Minimalist Approach to Piecewise Stationary Multi-Armed Bandits,https://openreview.net/pdf?id=fbrHgEBx2f
YGhV8wQv3C,YGhV8wQv3C,Unsupervised-to-Online Reinforcement Learning,https://openreview.net/pdf?id=YGhV8wQv3C
5X1yiEB63s,5X1yiEB63s,CSSGT: Contrastive learning-based Split Spiking Graph Transformer,https://openreview.net/pdf?id=5X1yiEB63s
Jw63fvX3QB,Jw63fvX3QB,Many-Shot In-Context Learning in Multimodal Foundation Models,https://openreview.net/pdf?id=Jw63fvX3QB
NB8qn8iIW9,NB8qn8iIW9,Enhancing Neural Network Interpretability with Feature-Aligned Sparse Autoencoders,https://openreview.net/pdf?id=NB8qn8iIW9
YMgMGPjUPg,YMgMGPjUPg,Out-of-Distribution Detection using Neural Activation Prior,https://openreview.net/pdf?id=YMgMGPjUPg
QhjosARfay,QhjosARfay,AutoCode4Math: Learning Autonomous Code Integration for Math LLMs,https://openreview.net/pdf?id=QhjosARfay
swvURjrt8z,swvURjrt8z,TabDiff: a Mixed-type Diffusion Model for Tabular Data Generation,https://openreview.net/pdf?id=swvURjrt8z
b7HOhqXiZs,b7HOhqXiZs,DeMo: Decoupled Momentum Optimization,https://openreview.net/pdf?id=b7HOhqXiZs
h3Buc7hXSR,h3Buc7hXSR,Consistent Symmetry Representation over Latent Factors of Variation,https://openreview.net/pdf?id=h3Buc7hXSR
JFPaD7lpBD,JFPaD7lpBD,Jamba: Hybrid Transformer-Mamba Language Models,https://openreview.net/pdf?id=JFPaD7lpBD
W9yBCkfWWG,W9yBCkfWWG,Federated Coordination: Private and Distributed Strategy Alignment,https://openreview.net/pdf?id=W9yBCkfWWG
okRSNTMdFg,okRSNTMdFg,Meta-Unlearning on Diffusion Models: Preventing Relearning Unlearned Concepts,https://openreview.net/pdf?id=okRSNTMdFg
dTQmayPKMs,dTQmayPKMs,Understanding Impact of Human Feedback via Influence Functions,https://openreview.net/pdf?id=dTQmayPKMs
IIVYiJ1ggK,IIVYiJ1ggK,Rodimus*: Breaking the Accuracy-Efficiency Trade-Off with Efficient Attentions,https://openreview.net/pdf?id=IIVYiJ1ggK
nhrXqy5d5q,nhrXqy5d5q,KinFormer: Generalizable Dynamical Symbolic Regression for Catalytic Organic Reaction Kinetics,https://openreview.net/pdf?id=nhrXqy5d5q
uuef1HP6X7,uuef1HP6X7,IDArb: Intrinsic Decomposition for Arbitrary Number of Input Views and Illuminations,https://openreview.net/pdf?id=uuef1HP6X7
Ylk98vWQuQ,Ylk98vWQuQ,Learning 3D Perception from Others' Predictions,https://openreview.net/pdf?id=Ylk98vWQuQ
ZBH4fqQwJQ,ZBH4fqQwJQ,Contrastive guidance and feedback: A Suitable way to improve 3D Consistency of Multi-view Diffusion Model,https://openreview.net/pdf?id=ZBH4fqQwJQ
oVnfVnwh6y,oVnfVnwh6y,Linear Attention Sequence Parallelism,https://openreview.net/pdf?id=oVnfVnwh6y
5s1qpjrNvZ,5s1qpjrNvZ,Guided Reinforcement Learning with Roll-Back,https://openreview.net/pdf?id=5s1qpjrNvZ
lpBzjYlt3u,lpBzjYlt3u,MobileSafetyBench: Evaluating Safety of Autonomous Agents in Mobile Device Control,https://openreview.net/pdf?id=lpBzjYlt3u
FVuqJt3c4L,FVuqJt3c4L,Population Transformer: Learning Population-level Representations of Neural Activity,https://openreview.net/pdf?id=FVuqJt3c4L
khsBg6Cl7s,khsBg6Cl7s,GRACE: Towards Realistic Multimodal Single-Cell Data Matching,https://openreview.net/pdf?id=khsBg6Cl7s
8dzKkeWUUb,8dzKkeWUUb,SciLitLLM: How to Adapt LLMs for Scientific Literature Understanding,https://openreview.net/pdf?id=8dzKkeWUUb
TE0KOzWYAF,TE0KOzWYAF,VLM2Vec: Training Vision-Language Models for Massive Multimodal Embedding Tasks,https://openreview.net/pdf?id=TE0KOzWYAF
ONOe6cAE9I,ONOe6cAE9I,A Generalist Intracortical Motor Decoder,https://openreview.net/pdf?id=ONOe6cAE9I
Nifg2fQMGW,Nifg2fQMGW,UniEdit: A Unified Tuning-Free Framework for Video Motion and Appearance Editing,https://openreview.net/pdf?id=Nifg2fQMGW
agbiPPuSeQ,agbiPPuSeQ,MMDisCo: Multi-Modal Discriminator-Guided Cooperative Diffusion for Joint Audio and Video Generation,https://openreview.net/pdf?id=agbiPPuSeQ
NxsTjmRAzA,NxsTjmRAzA,Test Time Augmentations are Worth One Million Images for Out-of-Distribution Detection,https://openreview.net/pdf?id=NxsTjmRAzA
pbDqZBn2X2,pbDqZBn2X2,CADO: Cost-Aware Diffusion Models for Combinatorial Optimization via RL Fine-tuning,https://openreview.net/pdf?id=pbDqZBn2X2
rCGleSgNBK,rCGleSgNBK,Enhanced Diffusion Sampling via Extrapolation with Multiple ODE Solutions,https://openreview.net/pdf?id=rCGleSgNBK
BdPbmgJ2jo,BdPbmgJ2jo,High-dimensional Asymptotics of VAEs: Threshold of Posterior Collapse and Dataset-Size Dependence of Rate-Distortion Curve,https://openreview.net/pdf?id=BdPbmgJ2jo
a0sK0foX3p,a0sK0foX3p,FusionBench: A Comprehensive Benchmark of Deep Model Fusion,https://openreview.net/pdf?id=a0sK0foX3p
f1uXrAjpOH,f1uXrAjpOH,"Open-vocabulary Multimodal Emotion Recognition: Dataset, Metric, and Benchmark",https://openreview.net/pdf?id=f1uXrAjpOH
KGZAs8VcOM,KGZAs8VcOM,MeshAnything: Artist-Created Mesh Generation with Autoregressive Transformers,https://openreview.net/pdf?id=KGZAs8VcOM
WpZyPk79Fu,WpZyPk79Fu,Anyprefer: An Agentic Framework for Preference Data Synthesis,https://openreview.net/pdf?id=WpZyPk79Fu
BGpCPmf1AO,BGpCPmf1AO,Towards False-claim-resistant Model Ownership Verification via Targeted Fingerprint,https://openreview.net/pdf?id=BGpCPmf1AO
OOywAeccTZ,OOywAeccTZ,Segmentation-Enhanced Depth Estimation Using Camera Model Based Self-supervised Contrastive Learning,https://openreview.net/pdf?id=OOywAeccTZ
jw7P4MHLWw,jw7P4MHLWw,Personalized Representation from Personalized Generation,https://openreview.net/pdf?id=jw7P4MHLWw
u8VOQVzduP,u8VOQVzduP,Exploring Prosocial Irrationality for LLM Agents: A Social Cognition View,https://openreview.net/pdf?id=u8VOQVzduP
mkXi7O0fun,mkXi7O0fun,Data Value Estimation on Private Gradients,https://openreview.net/pdf?id=mkXi7O0fun
Rx5LhMMr0c,Rx5LhMMr0c,DeCo: Decoupling Token Compression from Semantic Abstraction in Multimodal Large Language Models,https://openreview.net/pdf?id=Rx5LhMMr0c
qto91DryES,qto91DryES,Equivariant Polynomial Functional Networks,https://openreview.net/pdf?id=qto91DryES
x1uv2gdjKV,x1uv2gdjKV,Inference-Time Alignment of Diffusion Models with Direct Noise Optimization,https://openreview.net/pdf?id=x1uv2gdjKV
L0pXYjtfE3,L0pXYjtfE3,BlockLLM: Memory-Efficient Adaptation of LLMs by Selecting and Optimizing the Right Coordinate Blocks,https://openreview.net/pdf?id=L0pXYjtfE3
WhPLUfThB4,WhPLUfThB4,Exploiting Open-World Data for Adaptive Continual Learning,https://openreview.net/pdf?id=WhPLUfThB4
A53m6yce21,A53m6yce21,On the Sequence Evaluation based on Stochastic Processes,https://openreview.net/pdf?id=A53m6yce21
sx2jXZuhIx,sx2jXZuhIx,SVG: 3D Stereoscopic Video Generation via Denoising Frame Matrix,https://openreview.net/pdf?id=sx2jXZuhIx
XCugWIuHR8,XCugWIuHR8,Convex Distillation: Efficient Compression of Deep Networks via Convex Optimization,https://openreview.net/pdf?id=XCugWIuHR8
8shi3NhgJp,8shi3NhgJp,IBCL: Zero-shot Model Generation under Stability-Plasticity Trade-offs,https://openreview.net/pdf?id=8shi3NhgJp
gjFgBfbP2C,gjFgBfbP2C,NeuralMark: Advancing White-Box Neural Network Watermarking,https://openreview.net/pdf?id=gjFgBfbP2C
aqok1UX7Z1,aqok1UX7Z1,Adaptive Data Optimization: Dynamic Sample Selection with Scaling Laws,https://openreview.net/pdf?id=aqok1UX7Z1
7Z5LtCQlV0,7Z5LtCQlV0,A near linear query lower bound for submodular maximization,https://openreview.net/pdf?id=7Z5LtCQlV0
bfI8cp8qmk,bfI8cp8qmk,Perturbation-Restrained Sequential Model Editing,https://openreview.net/pdf?id=bfI8cp8qmk
XXzOzJRyOZ,XXzOzJRyOZ,Incorporating Visual Correspondence into Diffusion Model for Virtual Try-On,https://openreview.net/pdf?id=XXzOzJRyOZ
EeqlkPpaV8,EeqlkPpaV8,The adaptive complexity of parallelized log-concave sampling,https://openreview.net/pdf?id=EeqlkPpaV8
29p13QihRM,29p13QihRM,Language-Guided Object-Centric World Models for Predictive Control,https://openreview.net/pdf?id=29p13QihRM
CpiJWKFdHN,CpiJWKFdHN,ROS: A GNN-based Relax-Optimize-and-Sample Framework for Max-$k$-Cut Problems,https://openreview.net/pdf?id=CpiJWKFdHN
IwgmgidYPS,IwgmgidYPS,MedTrinity-25M: A Large-scale Multimodal Dataset with Multigranular Annotations for Medicine,https://openreview.net/pdf?id=IwgmgidYPS
OjCWG58ZyY,OjCWG58ZyY,Goal-Conditioned Reinforcement Learning with Virtual Experiences,https://openreview.net/pdf?id=OjCWG58ZyY
No2PNOiKgb,No2PNOiKgb,Improved Convex Decomposition with Ensembling and Boolean Primitives,https://openreview.net/pdf?id=No2PNOiKgb
mhCNUP4Udw,mhCNUP4Udw,Graph Vision Networks for Link Prediction,https://openreview.net/pdf?id=mhCNUP4Udw
F8qvqtnSHy,F8qvqtnSHy,ION-C: Integration of Overlapping Networks via Constraints,https://openreview.net/pdf?id=F8qvqtnSHy
